"date","horizontal","vertical"

"2007-07-11 17:18   ","-0.4222743336403407","0.1150074592400738"
"2007-07-12 17:18   ","nan","nan"
"2007-07-13 17:19 ","-0.049200174926271545","0.1150074592400738"
"2007-07-14 17:18  ","nan","nan"
