date,horizontal,vertical
7/4/2009 17:09,-0.030774088,0.445344973
,,
7/5/2009 17:09,0.185680506,0.445344973
,,
7/6/2009 17:09,nan,nan
,,
7/7/2009 17:09,0.55045717,0.411516846
,,
7/8/2009 17:09,0.702534156,0.411516846
,,
7/9/2009 17:09,0.877636419,0.411516846
